39,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 92579
35,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 48577
40,  Self-emp-not-inc,  Assoc-acdm,  Divorced,  Prof-specialty,  White,  Female,  United-States, 185311
30,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 55429
65,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 133508
31,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 41764
46,  Local-gov,  Assoc-acdm,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 83915
67,  ?,  9th,  Divorced,  ?,  White,  Female,  United-States, 74551
62,  Self-emp-inc,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 67762
38,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Female,  Cuba, 114017
24,  Private,  Bachelors,  Never-married,  Other-service,  White,  Female,  United-States, 120677
24,  Private,  Some-college,  Never-married,  Sales,  Asian-Pac-Islander,  Female,  Philippines, 128069
27,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 187985
43,  State-gov,  Assoc-acdm,  Married-spouse-absent,  Other-service,  White,  Female,  United-States, 159612
48,  Private,  HS-grad,  Divorced,  Handlers-cleaners,  Asian-Pac-Islander,  Female,  South, 112924
41,  Private,  HS-grad,  Separated,  Craft-repair,  Black,  Male,  United-States, 121082
30,  Private,  Some-college,  Married-civ-spouse,  Tech-support,  Black,  Female,  United-States, 73138
38,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 44833
45,  Private,  Prof-school,  Never-married,  Prof-specialty,  White,  Male,  United-States, 21813
45,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 97900
55,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 97877
46,  Self-emp-not-inc,  7th-8th,  Married-civ-spouse,  Exec-managerial,  White,  Male,  Greece, 85106
24,  Private,  Bachelors,  Never-married,  Prof-specialty,  Asian-Pac-Islander,  Male,  United-States, 64857
31,  Local-gov,  Some-college,  Never-married,  Adm-clerical,  Amer-Indian-Eskimo,  Female,  United-States, 128698
35,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 34728
37,  Local-gov,  Some-college,  Separated,  Adm-clerical,  White,  Female,  United-States, 193612
29,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 163120
56,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 134502
60,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  United-States, 133267
25,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 16311
33,  Private,  10th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 57913
44,  Private,  HS-grad,  Never-married,  Sales,  White,  Female,  United-States, 48960
21,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 166459
21,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Male,  United-States, 107827
46,  Federal-gov,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  England, 42013
44,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 181038
63,  Private,  Bachelors,  Divorced,  Exec-managerial,  White,  Female,  United-States, 182213
44,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 170931
31,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  Mexico, 118173
26,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 151770
37,  Self-emp-inc,  HS-grad,  Never-married,  Transport-moving,  White,  Male,  United-States, 36457
60,  ?,  Some-college,  Divorced,  ?,  White,  Female,  United-States, 167439
33,  Private,  Bachelors,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 132517
38,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 12653
26,  Private,  Assoc-voc,  Never-married,  Sales,  White,  Female,  United-States, 137884
46,  Self-emp-inc,  Assoc-voc,  Divorced,  Exec-managerial,  Asian-Pac-Islander,  Female,  Thailand, 168441
24,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 141664
47,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 17102
27,  Private,  Some-college,  Never-married,  Tech-support,  White,  Female,  United-States, 184012
46,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 196797
47,  Federal-gov,  Assoc-acdm,  Married-civ-spouse,  Adm-clerical,  Black,  Male,  United-States, 191487
47,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Male,  Honduras, 15839
69,  Private,  HS-grad,  Widowed,  Machine-op-inspct,  White,  Male,  United-States, 160201
32,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 154281
51,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 72823
36,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 104692
50,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 98128
29,  Private,  Doctorate,  Married-civ-spouse,  Prof-specialty,  Asian-Pac-Islander,  Male,  India, 46081
32,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 197540
27,  Private,  10th,  Divorced,  Transport-moving,  Amer-Indian-Eskimo,  Male,  United-States, 18884
60,  Private,  7th-8th,  Divorced,  Adm-clerical,  White,  Female,  Cuba, 162608
31,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 187840
46,  Private,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 199590
40,  Local-gov,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 80000
39,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Black,  Male,  United-States, 138022
69,  Self-emp-not-inc,  7th-8th,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 34350
54,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 19980
56,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 65380
47,  Federal-gov,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 19816
25,  Private,  Assoc-acdm,  Never-married,  Tech-support,  White,  Female,  United-States, 162470
34,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 40705
24,  Self-emp-not-inc,  7th-8th,  Never-married,  Farming-fishing,  White,  Male,  United-States, 96560
63,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 41729
29,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 87709
64,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 60036
44,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 132218
26,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 144033
36,  Private,  10th,  Divorced,  Other-service,  White,  Female,  United-States, 117258
55,  State-gov,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 45731
37,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Female,  United-States, 127877
37,  Private,  10th,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 118281
63,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 145994
33,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 125621
19,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 32014
57,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  Black,  Female,  United-States, 132512
31,  Private,  Assoc-acdm,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 111448
20,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 38426
58,  Local-gov,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 87471
20,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 110179
25,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 67125
40,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 172219
18,  Private,  11th,  Never-married,  Other-service,  White,  Male,  United-States, 63769
26,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Male,  United-States, 59522
29,  Private,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 107787
45,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Black,  Male,  United-States, 22517
35,  State-gov,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 70950
32,  Private,  Some-college,  Divorced,  Machine-op-inspct,  White,  Male,  United-States, 145290
61,  Self-emp-not-inc,  HS-grad,  Widowed,  Other-service,  White,  Female,  United-States, 198091
26,  State-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 152279
56,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 89068
22,  Private,  Some-college,  Married-spouse-absent,  Adm-clerical,  Asian-Pac-Islander,  Female,  United-States, 101427
49,  Private,  Bachelors,  Married-civ-spouse,  Machine-op-inspct,  Black,  Male,  United-States, 178692
40,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 102899
37,  Private,  HS-grad,  Separated,  Exec-managerial,  White,  Male,  United-States, 181875
23,  ?,  Bachelors,  Never-married,  ?,  White,  Male,  United-States, 95680
28,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 90899
27,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 21095
34,  Self-emp-inc,  Assoc-voc,  Divorced,  Sales,  White,  Female,  United-States, 92676
49,  Private,  9th,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 183057
41,  Private,  Some-college,  Never-married,  Craft-repair,  Asian-Pac-Islander,  Male,  United-States, 100493
28,  Private,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 89883
38,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 184475
47,  State-gov,  Assoc-acdm,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 21914
28,  Local-gov,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 182366
44,  State-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 116134
41,  Federal-gov,  Bachelors,  Divorced,  Prof-specialty,  White,  Male,  United-States, 18480
50,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 32998
73,  Self-emp-not-inc,  HS-grad,  Widowed,  Craft-repair,  White,  Male,  United-States, 126201
21,  Private,  Some-college,  Never-married,  Other-service,  Black,  Male,  Outlying-US(Guam-USVI-etc), 65740
38,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 128051
64,  ?,  Masters,  Married-civ-spouse,  ?,  White,  Male,  United-States, 87275
47,  Private,  Some-college,  Divorced,  Tech-support,  White,  Female,  United-States, 131363
52,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  White,  Male,  Canada, 132093
24,  Private,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 31956
44,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 137489
27,  Private,  7th-8th,  Divorced,  Machine-op-inspct,  White,  Male,  United-States, 195941
61,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Sales,  Black,  Male,  United-States, 180449
58,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 106810
51,  Private,  Bachelors,  Never-married,  Sales,  White,  Female,  United-States, 114539
49,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  England, 68667
23,  Private,  Some-college,  Never-married,  Adm-clerical,  Black,  Male,  United-States, 116964
19,  Private,  Assoc-voc,  Never-married,  Adm-clerical,  Black,  Female,  United-States, 22037
21,  Private,  HS-grad,  Never-married,  Farming-fishing,  White,  Male,  United-States, 175110
56,  Private,  11th,  Divorced,  Sales,  White,  Female,  United-States, 38368
35,  Private,  12th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 113941
37,  Federal-gov,  Some-college,  Divorced,  Tech-support,  Amer-Indian-Eskimo,  Female,  United-States, 193851
41,  Private,  Doctorate,  Divorced,  Sales,  White,  Female,  United-States, 28429
30,  Private,  11th,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 63843
35,  Private,  Doctorate,  Married-civ-spouse,  Tech-support,  White,  Female,  ?, 91916
47,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 195945
59,  Self-emp-inc,  10th,  Widowed,  Exec-managerial,  White,  Female,  United-States, 26635
55,  Private,  11th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 34247
22,  ?,  Assoc-voc,  Never-married,  ?,  Asian-Pac-Islander,  Male,  United-States, 49866
31,  Private,  10th,  Never-married,  Adm-clerical,  Black,  Female,  United-States, 24887
30,  Private,  Masters,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 72599
24,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 83237
49,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 187078
23,  Private,  7th-8th,  Never-married,  Craft-repair,  White,  Male,  Germany, 188345
50,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 111462
38,  Private,  Bachelors,  Never-married,  Adm-clerical,  Black,  Male,  United-States, 152843
20,  Self-emp-not-inc,  Some-college,  Never-married,  Prof-specialty,  Asian-Pac-Islander,  Female,  South, 48715
49,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 188614
45,  Private,  HS-grad,  Widowed,  Other-service,  Asian-Pac-Islander,  Female,  South, 163858
46,  Federal-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Asian-Pac-Islander,  Male,  United-States, 94480
19,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 139617
31,  Federal-gov,  Bachelors,  Never-married,  Exec-managerial,  White,  Female,  Cuba, 46534
38,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 69065
56,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 39588
24,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 192877
58,  Local-gov,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 124541
28,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 10892
22,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 103142
46,  Private,  HS-grad,  Divorced,  Transport-moving,  White,  Male,  United-States, 97721
30,  Private,  Preschool,  Never-married,  Farming-fishing,  White,  Male,  Mexico, 13613
56,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 199180
