22 - 36, government, pre-primary, *, *, *, *, north-america, 10075
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 83067
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 80344
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 97786
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 50982
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 78473
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 43062
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 81697
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 68383
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 80558
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 94108
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 55442
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 69238
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 50310
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 63560
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 46585
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 69163
18 - 20, non-government, some-college, never-married, adm-clerical, white, female, *, 97854
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 93231
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 40215
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 97336
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 44030
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 47593
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 92117
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 96674
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 81939
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 60788
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 82819
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 73434
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 46108
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 89953
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 86437
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 99054
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 54709
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 40748
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 68336
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 63467
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 63573
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 76352
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 98844
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 71942
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 71939
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 74990
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 45951
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 80816
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 87839
21, non-government, some-college, never-married, adm-clerical, white, female, north-america, 58540
22, private, some-college, never-married, adm-clerical, white, female, united-states, 64765
22, private, some-college, never-married, adm-clerical, white, female, united-states, 44785
22, private, some-college, never-married, adm-clerical, white, female, united-states, 62298
22, private, some-college, never-married, adm-clerical, white, female, united-states, 42417
22, private, some-college, never-married, adm-clerical, white, female, united-states, 75855
22, private, some-college, never-married, adm-clerical, white, female, united-states, 77565
22, private, some-college, never-married, adm-clerical, white, female, united-states, 62858
22, private, some-college, never-married, adm-clerical, white, female, united-states, 71568
22, private, some-college, never-married, adm-clerical, white, female, united-states, 71903
22, private, some-college, never-married, adm-clerical, white, female, united-states, 80487
22, private, some-college, never-married, adm-clerical, white, female, united-states, 90551
22, private, some-college, never-married, adm-clerical, white, female, united-states, 56846
22, private, some-college, never-married, adm-clerical, white, female, united-states, 76050
22, private, some-college, never-married, adm-clerical, white, female, united-states, 70522
22, private, some-college, never-married, adm-clerical, white, female, united-states, 85930
22, private, some-college, never-married, adm-clerical, white, female, united-states, 46679
22, private, some-college, never-married, adm-clerical, white, female, united-states, 76203
22, private, some-college, never-married, adm-clerical, white, female, united-states, 48527
22, private, some-college, never-married, adm-clerical, white, female, united-states, 70735
22, private, some-college, never-married, adm-clerical, white, female, united-states, 76529
22, private, some-college, never-married, adm-clerical, white, female, united-states, 91888
22, private, some-college, never-married, adm-clerical, white, female, united-states, 94847
22, private, some-college, never-married, adm-clerical, white, female, united-states, 54220
22, private, some-college, never-married, adm-clerical, white, female, united-states, 74188
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 35354
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 77302
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 73549
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 44944
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 88167
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 56100
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 35623
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 94798
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 60352
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 61609
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 57777
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 54645
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 92414
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 62653
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 80214
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 50018
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 57653
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 40739
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 69459
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 57746
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 66395
17 - 18, private, hs-grad, never-married, sales, white, female, united-states, 56253
