17 - 27, *, pre-primary, *, *, *, *, *, 9010
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 45704
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 63739
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 57953
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 62476
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 64615
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 84740
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 52996
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 89516
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 48963
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 48428
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 44413
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 57021
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 95776
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 94532
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 64734
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 60460
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 63340
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 78333
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 99562
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 51411
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 52559
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 62142
17 - 21, non-government, some-college, never-married, customer-service, *, male, *, 43044
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 76560
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 47762
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 79875
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 63187
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 90838
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 49700
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 62207
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 69885
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 82801
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 76687
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 56887
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 84629
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 59078
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 79921
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 43895
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 99010
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 99752
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 54739
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 71831
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 89968
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 56983
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 52133
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 74694
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 81246
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 74241
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 96304
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 62835
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 48203
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 97565
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 64115
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 47314
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 42043
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 63144
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 87797
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 77295
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 84717
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 83010
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 56893
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 40302
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 44487
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 95996
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 94525
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 78949
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 99862
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 43151
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 41877
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 61153
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 79233
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 90659
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 44956
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 54820
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 75218
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 94627
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 79915
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 86351
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 77941
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 41481
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 86845
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 80064
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 94984
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 60252
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 73433
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 53909
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 75407
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 54808
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 45935
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 41747
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 43671
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 85953
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 81716
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 72065
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 45090
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 96605
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 71169
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 93744
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 44992
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 49501
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 86830
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 78715
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 82164
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 82971
22 - 23, non-government, some-college, not-married, customer-service, *, male, *, 91764
