27 - 37, federal-gov, *, married, skilled, *, male, united-states, 83312
30 - 37, private, pre-university, not-married, unskilled, black, male, *, 48949
30 - 37, private, pre-university, not-married, unskilled, black, male, *, 46912
30 - 37, private, pre-university, not-married, unskilled, black, male, *, 35283
30 - 37, private, pre-university, not-married, unskilled, black, male, *, 84176
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 99963
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 36902
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 85546
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 51845
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 65795
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 55170
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 55026
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 74133
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 52140
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 93194
19 - 23, private, pre-university, never-married, skilled, black, female, north-america, 63603
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 79097
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 54040
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 48285
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 83334
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 72950
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 40500
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 76572
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 72057
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 37965
24 - 28, private, pre-university, not-married, skilled, black, female, united-states, 63929
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 41427
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 36427
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 51938
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 81932
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 52312
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 51753
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 42176
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 69334
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 40978
30 - 33, private, pre-university, not-married, skilled, black, female, united-states, 65793
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 85239
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 49814
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 91835
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 67111
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 69072
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 58426
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 69541
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 91556
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 84910
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 96518
34 - 37, private, pre-university, not-married, machine-op-inspct, black, female, united-states, 36837
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 72441
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 64220
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 67332
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 37561
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 92946
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 93933
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 74736
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 61727
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 43840
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 94066
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 93909
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 70183
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 88398
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 87825
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 76987
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 51912
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 78199
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 73564
18 - 37, private, pre-university, not-married, unskilled, black, female, *, 43748
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 86178
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 62773
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 69695
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 82804
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 35834
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 91914
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 56255
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 58980
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 90748
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 77635
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 36774
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 81791
21 - 25, non-government, pre-university, divorced, skilled, white, male, *, 38065
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 43683
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 92571
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 73182
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 43917
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 64807
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 81293
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 60614
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 56675
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 43461
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 81096
26 - 27, private, pre-university, divorced, skilled, white, male, united-states, 44204
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 90404
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 61184
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 60817
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 42257
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 40300
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 59931
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 41524
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 38788
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 77486
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 78825
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 64253
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 69641
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 67211
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 83086
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 67600
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 53496
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 49240
18 - 19, non-government, hs-grad, never-married, craft-repair, white, male, north-america, 80057
20, private, hs-grad, never-married, craft-repair, white, male, north-america, 66877
20, private, hs-grad, never-married, craft-repair, white, male, north-america, 88005
20, private, hs-grad, never-married, craft-repair, white, male, north-america, 44469
20, private, hs-grad, never-married, craft-repair, white, male, north-america, 84328
20, private, hs-grad, never-married, craft-repair, white, male, north-america, 55254
