20 - 26, non-government, pre-primary, married, *, *, male, *, 43685
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 108702
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 191598
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 48231
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 121975
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 132217
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 40370
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 87102
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 23650
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 180744
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 83442
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 96894
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 146583
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 161626
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 92124
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 101215
22 - 26, *, hs-grad, married, transport-moving, white, male, *, 38060
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 99710
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 30933
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 72014
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 162870
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 76659
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 91363
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 102040
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 179057
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 191011
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 44905
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 39675
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 179952
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 22170
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 87673
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 58518
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 60493
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 124658
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 107310
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 185098
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 49633
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 77188
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 10129
27 - 28, *, hs-grad, married, transport-moving, white, male, united-states, 183470
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 149051
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 17091
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 76933
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 97612
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 90222
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 188974
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 21974
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 166898
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 162539
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 111994
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 59501
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 195252
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 100797
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 40772
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 68176
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 50388
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 63612
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 17476
22 - 28, *, some-college, married-civ-spouse, transport-moving, white, male, north-america, 20008
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 121538
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 158869
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 108562
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 39455
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 95657
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 189787
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 49984
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 58681
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 160037
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 45988
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 42260
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 152183
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 121299
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 175857
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 102010
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 141743
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 119560
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 105025
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 113611
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 167097
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 99165
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 136060
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 144783
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 144320
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 121392
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 194020
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 111981
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 145852
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 176016
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 51170
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 93712
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 111027
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 103816
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 51972
29 - 30, *, pre-university, married, transport-moving, white, male, united-states, 158828
31, private, pre-university, married, transport-moving, white, male, north-america, 78449
31, private, pre-university, married, transport-moving, white, male, north-america, 121525
31, private, pre-university, married, transport-moving, white, male, north-america, 90163
31, private, pre-university, married, transport-moving, white, male, north-america, 87029
31, private, pre-university, married, transport-moving, white, male, north-america, 158382
31, private, pre-university, married, transport-moving, white, male, north-america, 94773
31, private, pre-university, married, transport-moving, white, male, north-america, 63243
31, private, pre-university, married, transport-moving, white, male, north-america, 140249
31, private, pre-university, married, transport-moving, white, male, north-america, 14232
31, private, pre-university, married, transport-moving, white, male, north-america, 77457
31, private, pre-university, married, transport-moving, white, male, north-america, 196669
31, private, pre-university, married, transport-moving, white, male, north-america, 150537
31, private, pre-university, married, transport-moving, white, male, north-america, 53800
31, private, pre-university, married, transport-moving, white, male, north-america, 107913
31, private, pre-university, married, transport-moving, white, male, north-america, 171619
31, private, pre-university, married, transport-moving, white, male, north-america, 169178
31, private, pre-university, married, transport-moving, white, male, north-america, 176367
31, private, pre-university, married, transport-moving, white, male, north-america, 190754
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 91532
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 190101
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 69643
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 63946
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 13100
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 107777
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 180684
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 73757
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 63608
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 154397
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 103385
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 186380
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 123327
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 161543
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 194272
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 179855
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 148462
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 185420
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 178880
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 142252
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 148843
32 - 35, non-government, hs-grad, married, farming-fishing, white, male, *, 167853
36 - 37, non-government, hs-grad, married-civ-spouse, farming-fishing, white, male, united-states, 78807
