*, *, pre-primary, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, customer-service, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, government, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, other-service, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 7th-8th, *, ?, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, <=50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, customer-service, *, *, *, >50K
*, *, 9th, *, government, *, *, *, <=50K
*, *, 9th, *, government, *, *, *, <=50K
*, *, 9th, *, government, *, *, *, <=50K
*, *, 9th, *, government, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, <=50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, other-service, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, <=50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
*, *, 9th, *, ?, *, *, *, >50K
