17-37.0, *, pre-primary, married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, <=50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, <=50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
17-37.0, *, 11th, not-married, *, *, male, *, >50K
