17-37.0, *, pre-primary, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, <=50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
17-37.0, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, <=50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
38.0-90, *, 10th, *, *, *, male, *, >50K
